id,title,subTitle,authorsid1,authorsid2,authorsid3,publisher,publishedDate,description,volumeInfo__pageCount,categories,averageRating,ratingsCount,smallThumbnail,bigThumbnail,language,volumeInfo__previewLink,volumeInfo__infoLink,volumeInfo__canonicalVolumeLink,saleInfo__isEbook,accessInfo__webReaderLink,price
71,Banaras,A journey into the heart of the city,70,,,Penguin Random House India Private Limited,2024,"There is a time when we are growing but we merely grow and a time when we start understanding how things around us function. Some things make sense and some don’t, and we begin to ask why . . . Suddenly life takes on a meaning and we start searching for more meanings. Over the course of more than three decades, Bela Bhatia’s work and concerns have brought her face-to-face with the harsh nature of people’s lives in India’s ‘forgotten country’—the hamlets, villages and slums—and the oppressive forces that rule and ruin the lives of Dalits, Adivasis, bonded labourers, women and other downtrodden groups. She has also witnessed how their everyday lives are pockmarked with violence and the brutality—often organized—they face when they resist. India’s Forgotten Country captures Bela’s early years as an activist in rural Gujarat, her research on the Naxalite movement, her investigations of violations of democratic rights in different regions, and her recent years dealing with the ongoing conflict between the state and Maoists in Bastar. The essays build on first-hand investigations conducted in states ranging from Bihar and Telangana to Rajasthan and Nagaland, besides Kashmir. People such as Deepa Musahar, Kaliben, Muchaki Sukadi, Zarifa Begum, Tareptsuba and others have ample space in this book to speak for themselves. These essays are stories of life, death and despair, but also serve as inspiring accounts of resistance, resilience, courage and hope.",683,History,0,0,http://books.google.com/books/content?id=ic4KEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=ic4KEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=ic4KEQAAQBAJ&printsec=frontcover&dq=subject:History&hl=&cd=7&source=gbs_api,http://books.google.com.lb/books?id=ic4KEQAAQBAJ&dq=subject:History&hl=&source=gbs_api,https://books.google.com/books/about/Banaras.html?hl=&id=ic4KEQAAQBAJ,FALSE,http://play.google.com/books/reader?id=ic4KEQAAQBAJ&hl=&source=gbs_api,32
72,There Was Nothing You Could Do,Bruce Springsteen's “Born In The U.S.A.” and the End of the Heartland,71,,,Hachette UK,2024,"A thought-provoking exploration of Bruce Springsteen’s iconic album, Born in the U.S.A.—a record that both chronicled and foreshadowed the changing tides of modern America On June 4, 1984, Columbia Records issued what would become one of the best-selling and most impactful rock albums of all time. An instant classic, Bruce Springsteen’s Born in the U.S.A. would prove itself to be a landmark not only for the man who made it, but rock music in general and even the larger American culture over the next 40 years. In There Was Nothing You Could Do, veteran rock critic Steven Hyden shows exactly how this record became such a pivotal part of the American tapestry. Alternating between insightful criticism, meticulous journalism, and personal anecdotes, Hyden delves into the songs that made—and didn’t make—the final cut, including the tracks that wound up on its sister album, 1982’s Nebraska. He also investigates the myriad reasons why Springsteen ran from and then embraced the success of his most popular (and most misunderstood) LP, as he carefully toed the line between balancing his commercial ambitions and being co-opted by the machine. But the book doesn’t stop there. Beyond Springsteen’s own career, Hyden explores the role the album played in a greater historical context, documenting not just where the country was in the tumultuous aftermath of Vietnam and Watergate, but offering a dream of what it might become—and a perceptive forecast of what it turned into decades later. As Springsteen himself reluctantly conceded, many of the working-class middle American progressives Springsteen wrote about in 1984 had turned into resentful and scorned Trump voters by the 2010s. And though it wasn’t the future he dreamed of, the cautionary warnings tucked within Springsteen’s heartfelt lyrics prove that the chaotic turmoil of our current moment has been a long time coming. How did we lose Springsteen’s heartland? And what can listening to this prescient album teach us about the decline of our country? In There Was Nothing You Could Do, Hyden takes readers on a journey to find out.",241,Music,0,0,http://books.google.com/books/content?id=jYjaEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=jYjaEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=jYjaEAAAQBAJ&printsec=frontcover&dq=subject:History&hl=&cd=8&source=gbs_api,https://play.google.com/store/books/details?id=jYjaEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=jYjaEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=jYjaEAAAQBAJ&hl=&source=gbs_api,28
73,Fat Leonard,"How One Man Bribed, Bilked, and Seduced the U.S. Navy",72,,,Simon and Schuster,2024,"#1 New York Times bestselling author Craig Whitlock’s masterful account of one of the biggest public corruption scandals in American history—exposing how a charismatic Malaysian defense contractor bribed scores of high-ranking military officers, defrauded the US Navy of tens of millions of dollars, and jeopardized our nation’s security. All the admirals in the US Navy knew Leonard Glenn Francis—either personally or by his legendary reputation. He was the larger-than-life defense contractor who greeted them on the pier whenever they visited ports in Asia, ready to show them a good time after weeks at sea while his company resupplied their ships and submarines. He was famed throughout the fleet for the gluttonous parties he hosted for officers: $1,000-per-person dinners at Asia’s swankiest restaurants, featuring unlimited Dom Pérignon, Cuban cigars, and sexy young women. On the surface, with his flawless American accent, he seemed like a true friend of the Navy. What the brass didn’t realize, until far too late, was that Francis had seduced them by exploiting their entitlement and hubris. While he was bribing them with gifts, lavish meals, and booze-fueled orgies, he was making himself obscenely wealthy by bilking American taxpayers. Worse, he was stealing military secrets from under the admirals’ noses and compromising national security. Based on reams of confidential documents—including the blackmail files that Francis kept on Navy officers—Fat Leonard is the full, unvarnished story of a world-class con man and a captivating testament to the corrosive influence of greed within the ranks of the American military.",480,Biography & Autobiography,0,0,http://books.google.com/books/content?id=xI4CEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=xI4CEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=xI4CEQAAQBAJ&printsec=frontcover&dq=subject:History&hl=&cd=9&source=gbs_api,http://books.google.com.lb/books?id=xI4CEQAAQBAJ&dq=subject:History&hl=&source=gbs_api,https://books.google.com/books/about/Fat_Leonard.html?hl=&id=xI4CEQAAQBAJ,FALSE,http://play.google.com/books/reader?id=xI4CEQAAQBAJ&hl=&source=gbs_api,35
74,The Situation Room,The Inside Story of Presidents in Crisis,73,,,Hachette UK,2024,"George Stephanopoulos, the legendary political news host and former advisor to President Clinton, recounts the history-making crises from the place where twelve presidents made their highest-pressure decisions: the White House Situation Room. No room better defines American power and its role in the world than the White House Situation Room. And yet, none is more shrouded in secrecy and mystery. Created under President Kennedy, the Sit Room has been the epicenter of crisis management for presidents for more than six decades. Time and again, the decisions made within the Sit Room complex affect the lives of every person on this planet. Detailing close calls made and disasters narrowly averted, THE SITUATION ROOM will take readers through dramatic turning points in a dozen presidential administrations, including: Incredible minute-by-minute transcripts from the Sit Room after both Presidents Kennedy and Reagan were shot The shocking moment when Henry Kissinger raised the military alert level to DEFCON III while President Nixon was drunk in the White House residence The extraordinary scene when President Carter asked for help from secret government psychics to rescue American hostages in Iran A vivid retelling of the harrowing hours during the 9/11 attack New details from Obama administration officials leading up to the raid on Osama Bin Laden And a first-ever account of January 6th from the staff inside the Sit Room THE SITUATION ROOM is the definitive, past-the-security-clearance look at the room where it happened, and the people—the famous and those you've never heard of—who have made history within its walls.",346,History,0,0,http://books.google.com/books/content?id=5x_VEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=5x_VEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=5x_VEAAAQBAJ&printsec=frontcover&dq=subject:History&hl=&cd=10&source=gbs_api,https://play.google.com/store/books/details?id=5x_VEAAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=5x_VEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=5x_VEAAAQBAJ&hl=&source=gbs_api,25
75,Karate Prom,,74,,,First Second Books,2024,"No room better defines American power and its role in the world than the White House Situation Room. And yet, none is more shrouded in secrecy and mystery. Created under President Kennedy, the Sit Room has been the epicenter of crisis management for presidents for more than six decades. Time and again, the decisions made within the Sit Room complex affect the lives of every person on this planet. Detailing close calls made and disasters narrowly averted, THE SITUATION ROOM will take readers through dramatic turning points in a dozen presidential administrations.",0,Young Adult Fiction,0,0,http://books.google.com/books/content?id=3tzYEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=3tzYEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.com.lb/books?id=3tzYEAAAQBAJ&dq=subject:Romance&hl=&cd=1&source=gbs_api,http://books.google.com.lb/books?id=3tzYEAAAQBAJ&dq=subject:Romance&hl=&source=gbs_api,https://books.google.com/books/about/Karate_Prom.html?hl=&id=3tzYEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=3tzYEAAAQBAJ&hl=&source=gbs_api,22
76,The Sugar Palace,,75,,,Random House Australia,2023,"Under the clamour of the Sydney Harbour Bridge being built nearby, Grace Fairweather is working in her father's grocery shop in The Rocks when she begins making her own confectionery. Her colourful creations of toffees, lollies and chocolates soon become crowd favourites, and Grace begins to dream of one day opening her own sweetshop.When the roguish but irresistible Londoner Alfie Sweeting comes to work for the Fairweathers, his ambition for her success thrills her - so much so that she begins to question her engagement to Norman. Perhaps the 'safe' option in life isn't the right thing for her after all. Alfie encourages her to open not just a sweetshop, but a delightful destination for young and old - a sugar palace!With Grace's natural business acumen and Alfie's creative sales skills, it seems like they could be the perfect pairing - in work and in love - but when Alfie's criminal past catches up with him, both their lives come under threat and Grace is forced to make the most difficult decision of all.Moving between the colourful world of a carnival-like confectionery store and Sydney's organised crime world of brothel madams, gambling dens and cocaine dealers, this is a thrilling romantic adventure that shows not everyone is to be trusted, and life isn't always as sweet as it seems.",402,Historical,0,0,http://books.google.com/books/content?id=l9HSEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=l9HSEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=l9HSEAAAQBAJ&printsec=frontcover&dq=subject:Romance&hl=&cd=2&source=gbs_api,http://books.google.com.lb/books?id=l9HSEAAAQBAJ&dq=subject:Romance&hl=&source=gbs_api,https://books.google.com/books/about/The_Sugar_Palace.html?hl=&id=l9HSEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=l9HSEAAAQBAJ&hl=&source=gbs_api,36
77,One Night Charmer,,76,,,Harlequin,2016,Includes bonus novella: Hometown heartbreaker.,473,Fiction,0,0,http://books.google.com/books/content?id=0X_ACwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=0X_ACwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=0X_ACwAAQBAJ&printsec=frontcover&dq=subject:Romance&hl=&cd=3&source=gbs_api,http://books.google.com.lb/books?id=0X_ACwAAQBAJ&dq=subject:Romance&hl=&source=gbs_api,https://books.google.com/books/about/One_Night_Charmer.html?hl=&id=0X_ACwAAQBAJ,FALSE,http://play.google.com/books/reader?id=0X_ACwAAQBAJ&hl=&source=gbs_api,22
78,Until I'm Safe,,77,,,Lulu.com,2015,"Does she stay and possibly get shot by her crazed father or run into the storm of the century, Hurricane Katrina? Marguerite Aucoin has no choice but to run! Like the fiction heroine she writes about, a teen named Toots Gentry, Marguerite must be brave, despite the fact she's lost both hearing aids and is virtually deaf. Amand rescues Marguerite from the swirling bayou waters. At his home, she awakes but doesn't speak, writing her name, Toots Gentry. With time, he learns her secrets, and discovers someone's trying to kill her. But he's fallen in love with Marguerite and is determined to protect her.",233,Fiction,0,0,http://books.google.com/books/content?id=ELnGCQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=ELnGCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=ELnGCQAAQBAJ&printsec=frontcover&dq=subject:Romance&hl=&cd=4&source=gbs_api,http://books.google.com.lb/books?id=ELnGCQAAQBAJ&dq=subject:Romance&hl=&source=gbs_api,https://books.google.com/books/about/Until_I_m_Safe.html?hl=&id=ELnGCQAAQBAJ,TRUE,http://play.google.com/books/reader?id=ELnGCQAAQBAJ&hl=&source=gbs_api,41
79,Medieval Romance and Material Culture,,78,,,Boydell & Brewer Ltd,2015,"Studies of how the physical manifests itself in medieval romance - and medieval romances as objects themselves. Medieval romance narratives glitter with the material objects that were valued and exchanged in late-medieval society: lovers' rings and warriors' swords, holy relics and desirable or corrupted bodies. Romance, however, is also agenre in which such objects make meaning on numerous levels, and not always in predictable ways. These new essays examine from diverse perspectives how romances respond to material culture, but also show how romance as a genre helps to constitute and transmit that culture. Focusing on romances circulating in Britain and Ireland between the twelfth and sixteenth centuries, individual chapters address such questions as the relationship between objects and protagonists in romance narrative; the materiality of male and female bodies; the interaction between visual and verbal representations of romance; poetic form and manuscript textuality; and how a nineteenth-century edition of medieval romances provoked artists to homage and satire. NICHOLAS PERKINS is Associate Professor and Tutor in English at St Hugh's College, University of Oxford. Contributors: Siobhain Bly Calkin, Nancy Mason Bradbury, Aisling Byrne, Anna Caughey, Neil Cartlidge, Mark Cruse, Morgan Dickson, Rosalind Field, Elliot Kendall, Megan G. Leitch, Henrike Manuwald, Nicholas Perkins, Ad Putter, Raluca L. Radulescu, Robert Allen Rouse,",312,Literary Criticism,0,0,http://books.google.com/books/content?id=DZ-fBwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=DZ-fBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=DZ-fBwAAQBAJ&printsec=frontcover&dq=subject:Romance&hl=&cd=5&source=gbs_api,http://books.google.com.lb/books?id=DZ-fBwAAQBAJ&dq=subject:Romance&hl=&source=gbs_api,https://books.google.com/books/about/Medieval_Romance_and_Material_Culture.html?hl=&id=DZ-fBwAAQBAJ,FALSE,http://play.google.com/books/reader?id=DZ-fBwAAQBAJ&hl=&source=gbs_api,32
80,Shattered,All That Glitters an Independent Wife,79,,,HQN Books,2014,"All that glitters: When Greek billionaire Nikolas Constantinos set out to lock down a major business deal with the beautiful--and scandalous--Jessica Stanton, falling for her hadn't been part of the plan. A steamy one-night stand was all he'd allow. Because love would lead to commitment. And commitment to a woman with Jessica's reputation could ruin him. But as it turns out, falling in love is the one thing beyond his control. --Provided by publisher.",474,Fiction,0,0,http://books.google.com/books/content?id=P61yBgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=P61yBgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=P61yBgAAQBAJ&printsec=frontcover&dq=subject:Romance&hl=&cd=6&source=gbs_api,http://books.google.com.lb/books?id=P61yBgAAQBAJ&dq=subject:Romance&hl=&source=gbs_api,https://books.google.com/books/about/Shattered.html?hl=&id=P61yBgAAQBAJ,FALSE,http://play.google.com/books/reader?id=P61yBgAAQBAJ&hl=&source=gbs_api,22
81,Dare to Love,,80,,,CP Publishing,2013,"She arouses his dominant and protective instincts And he will do anything to possess her … And does. When billionaire Ian Dare gets one glimpse of the sensual and irresistible Riley Taylor, he knows that he must have her. But any future he might have with Riley means he’ll have to confront his past—a past he’d rather forget. And that’s something this NFL team owner won’t dare to do—not even for love.",256,Fiction,0,0,http://books.google.com/books/content?id=ugbmAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=ugbmAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=ugbmAgAAQBAJ&printsec=frontcover&dq=subject:Romance&hl=&cd=7&source=gbs_api,https://play.google.com/store/books/details?id=ugbmAgAAQBAJ&source=gbs_api,https://play.google.com/store/books/details?id=ugbmAgAAQBAJ,TRUE,http://play.google.com/books/reader?id=ugbmAgAAQBAJ&hl=&source=gbs_api,23
82,Twisted Perfection Signed Limited Edition,,81,,,Simon and Schuster,2013,"Della Sloane is not your average girl. Yearning to break free of her dark and sheltered past and the memories of the illness that claimed her mother, Della plans a solo road trip to experience real life on her own terms. But the trip is nearly cut short in the little beach town of Rosemary when she realizes she can't even pump her own gas-until Woods Kerrington shows up, more than willing to help out a pretty girl in need.",272,Fiction,0,0,http://books.google.com/books/content?id=PQgQAQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=PQgQAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=PQgQAQAAQBAJ&printsec=frontcover&dq=subject:Romance&hl=&cd=8&source=gbs_api,http://books.google.com.lb/books?id=PQgQAQAAQBAJ&dq=subject:Romance&hl=&source=gbs_api,https://books.google.com/books/about/Twisted_Perfection_Signed_Limited_Editio.html?hl=&id=PQgQAQAAQBAJ,FALSE,http://play.google.com/books/reader?id=PQgQAQAAQBAJ&hl=&source=gbs_api,20
83,Mud Girl,,82,,,Coteau Books,2006,"Aba Zytka Jones lives with her dad in an odd little house that hands over the Fraser River. Her mom took off a year ago. In his own way, so did her dad. She doesn't fit in, never has, and she has questions.",334,Juvenile Fiction,0,0,http://books.google.com/books/content?id=2787DPYdUd0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=2787DPYdUd0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=2787DPYdUd0C&printsec=frontcover&dq=subject:Romance&hl=&cd=9&source=gbs_api,http://books.google.com.lb/books?id=2787DPYdUd0C&dq=subject:Romance&hl=&source=gbs_api,https://books.google.com/books/about/Mud_Girl.html?hl=&id=2787DPYdUd0C,FALSE,http://play.google.com/books/reader?id=2787DPYdUd0C&hl=&source=gbs_api,24
84,Before the Season Ends,,83,,,Xulon Press,2005,"Prepare to fall in love with Ariana and her cohorts in this Christian Regency. From her home in the village of Chesterton to the very ballroom of Carlton House, readers will follow her journey of faith--and adventure--to its heartwarming conclusion.",322,Fiction,0,0,http://books.google.com/books/content?id=7fWxNvWUyWsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=7fWxNvWUyWsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=7fWxNvWUyWsC&printsec=frontcover&dq=subject:Romance&hl=&cd=10&source=gbs_api,http://books.google.com.lb/books?id=7fWxNvWUyWsC&dq=subject:Romance&hl=&source=gbs_api,https://books.google.com/books/about/Before_the_Season_Ends.html?hl=&id=7fWxNvWUyWsC,FALSE,http://play.google.com/books/reader?id=7fWxNvWUyWsC&hl=&source=gbs_api,24
85,Hunted,,84,,,Mulholland Books,2024,"In this action-packed thriller from a New York Times bestselling and award-winning author, two parents facing catastrophe must find their lost children before the unthinkable can happen. In London, the police storm Heathrow Airport to bring in a father for questioning about his missing daughter. In Florida, a mother makes a connection between her son and the bomber, fearing he has been radicalized. And in Oregon, an unknown organization's conspiracy to bring America to its knees unfolds... On the run from the authorities, the two parents are thrown together in a race against time to stop a catastrophe that will derail the country's future forever. But can they find their kids before it's too late? For fans of The Chain and I Am Pilgrim, this ground-breaking, blockbuster thriller is unlike any other thriller you will read this year.",0,Fiction,0,0,http://books.google.com/books/content?id=Cwcn0AEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Cwcn0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en,http://books.google.com.lb/books?id=Cwcn0AEACAAJ&dq=subject:Mystery&hl=&cd=1&source=gbs_api,http://books.google.com.lb/books?id=Cwcn0AEACAAJ&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/Hunted.html?hl=&id=Cwcn0AEACAAJ,FALSE,http://play.google.com/books/reader?id=Cwcn0AEACAAJ&hl=&source=gbs_api,48
86,Deep State,A Thriller,85,,,Simon and Schuster,2023,"THE INSTANT NATIONAL BESTSELLER “One of the more surprising double-reverse plot twists...in some time.” —The New York Times In this “propulsive, page-turning, compelling, fragmentation grenade of a debut thriller” (C.J. Box, #1 New York Times bestselling author), a deadly plot against the president’s life emerges from the shadows of the Deep State. Recently elected President Richard Monroe—populist, controversial, and divisive—is at the center of an increasingly polarized Washington, DC. Never has the partisan drama been so tense or the paranoia so rampant. In the midst of contentious political turf wars, the White House chief of staff is found dead in his house and West Wing intern and ex-Army grunt Hayley Chill is positive that it’s not from natural causes. Determined to find the truth, Hayley uncovers shocking evidence that a wide-ranging conspiracy is running beneath the surface of DC in an effort to undermine the rule of law—and democracy itself. Soon, Hayley is in a race against time to reveal the truth and save the life of the next victim: the president. “Deep State rings eerily true [and] will keep you turning pages well into the night” (Jack Carr, former Navy SEAL and author of The Terminal List).",304,Fiction,0,0,http://books.google.com/books/content?id=peWtEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=peWtEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=peWtEAAAQBAJ&printsec=frontcover&dq=subject:Mystery&hl=&cd=2&source=gbs_api,http://books.google.com.lb/books?id=peWtEAAAQBAJ&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/Deep_State.html?hl=&id=peWtEAAAQBAJ,TRUE,http://play.google.com/books/reader?id=peWtEAAAQBAJ&hl=&source=gbs_api,36
87,The Recount,,86,,,Simon and Schuster,2021,"""During his resignation speech, a corrupt U.S. President is assassinated by an agent in his Secret Service detail. The transition of power was immediately succeeded to his VP, Meredith McDearmon. Soon after, the ruthless cult-like conspirators, known only as ""The Masses,"" announce to the American public their vow to take out anyone who sided with the dead president. The only person who can be trusted, Special Agent Barto, must get the newly sworn in Commander-in-Chief to the safety of The White House before the nation collapses under the violent weight of The Masses."" -- page 4 of cover.",128,Comics & Graphic Novels,0,0,http://books.google.com/books/content?id=iIdGEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=iIdGEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=iIdGEAAAQBAJ&printsec=frontcover&dq=subject:Mystery&hl=&cd=3&source=gbs_api,http://books.google.com.lb/books?id=iIdGEAAAQBAJ&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/The_Recount.html?hl=&id=iIdGEAAAQBAJ,FALSE,http://play.google.com/books/reader?id=iIdGEAAAQBAJ&hl=&source=gbs_api,27
88,Darkest Betrayals,,87,,,Outskirts Press,2019,"Layla doesn’t recognize herself anymore. Talented, intelligent, and ambitious, she has fallen victim to crippling panic attacks that leave her unable to function. Despite the support of her husband, Derek, she feels alone. Desperate for help, she reaches out to her husband’s friend James, an energy practitioner and hypnotherapist who suggests a past life regression. But just as the session is about to start, she is suddenly immersed in a world not her own…a lifetime that she has never known…or was it her own past life? As information continues to come to her in visions, she realizes that her anxiety isn’t as simple as it seems. But after someone tries to murder Layla, the stakes get higher. Layla discovers that she is a conduit for justice long overdue, even as she struggles to make sense of the danger in her current life. Will Layla discover the truth in time? Or will the nameless stranger who wants her dead destroy Layla and claim her husband? Imaginative, detailed, and suspenseful, Darkest Betrayals is a thrill ride from start to finish.",306,Fiction,0,0,http://books.google.com/books/content?id=C3iQDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=C3iQDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=C3iQDwAAQBAJ&printsec=frontcover&dq=subject:Mystery&hl=&cd=4&source=gbs_api,http://books.google.com.lb/books?id=C3iQDwAAQBAJ&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/Darkest_Betrayals.html?hl=&id=C3iQDwAAQBAJ,FALSE,http://play.google.com/books/reader?id=C3iQDwAAQBAJ&hl=&source=gbs_api,33
89,Big Game,,88,,,Simon and Schuster,2015,"""Someone is trying to hunt FunJungle's Asian greater one-horned rhinoceros, and twelve-year-old Teddy Fitzroy is on the case.""--",352,Juvenile Fiction,0,0,http://books.google.com/books/content?id=FzCrCgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=FzCrCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=FzCrCgAAQBAJ&printsec=frontcover&dq=subject:Mystery&hl=&cd=5&source=gbs_api,http://books.google.com.lb/books?id=FzCrCgAAQBAJ&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/Big_Game.html?hl=&id=FzCrCgAAQBAJ,TRUE,http://play.google.com/books/reader?id=FzCrCgAAQBAJ&hl=&source=gbs_api,47
90,The Age of Secrecy,"Jews, Christians, and the Economy of Secrets, 1400-1800",89,,,Yale University Press,2015,"The fifteenth through the eighteenth centuries were truly an Age of Secrecy in Europe, when arcane knowledge was widely believed to be positive knowledge which extended into all areas of daily life. So asserts Daniel Jütte in this engrossing, vivid, and award-winning work. He maintains that the widespread acceptance and even reverence for this “economy of secrets” in premodern Europe created a highly complex and sometimes perilous space for mutual contact between Jews and Christians. Surveying the interactions between the two religious groups in a wide array of secret sciences and practices, the author relates true stories of colorful “professors of secrets” and clandestine encounters. In the process Jütte examines how our current notion of secrecy is radically different in this era of WikiLeaks, Snowden, etc., as opposed to centuries earlier when the truest, most important knowledge was generally considered to be secret by definition.",444,Religion,0,0,http://books.google.com/books/content?id=YfXzCAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=YfXzCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=YfXzCAAAQBAJ&printsec=frontcover&dq=subject:Mystery&hl=&cd=6&source=gbs_api,http://books.google.com.lb/books?id=YfXzCAAAQBAJ&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/The_Age_of_Secrecy.html?hl=&id=YfXzCAAAQBAJ,FALSE,http://play.google.com/books/reader?id=YfXzCAAAQBAJ&hl=&source=gbs_api,26
91,Wrath,,90,,,Xlibris Corporation,2014,"Events are coming to a climax in the Banished Lands, as the war reaches new heights. King Nathair has taken control of the fortress at Drassil and three of the Seven Treasures are in his possession. And together with Calidus and his ally Queen Rhin, Nathair will do anything to obtain the remaining Treasures. With all seven under his command, he can open a portal to the Otherworld. Then Asroth and his demon-horde will finally break into the Banished Lands and become flesh.",254,Fiction,0,0,http://books.google.com/books/content?id=t-FIAwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=t-FIAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en,http://books.google.com.lb/books?id=t-FIAwAAQBAJ&printsec=frontcover&dq=subject:Mystery&hl=&cd=7&source=gbs_api,http://books.google.com.lb/books?id=t-FIAwAAQBAJ&dq=subject:Mystery&hl=&source=gbs_api,https://books.google.com/books/about/Wrath.html?hl=&id=t-FIAwAAQBAJ,FALSE,http://play.google.com/books/reader?id=t-FIAwAAQBAJ&hl=&source=gbs_api,22
